screen_name,text
HillaryClinton,Our teachers deserve more than just a pat on the back. They deserve a raise. #TeacherAppreciationDay https://t.co/0sgmUFg6mX
mike_pence,RT @Indiana_EDC: Global aerospace biz @RollsRoyce picks #Indiana for $600M investment - its largest in the US since 1995. @GovPenceIN http:…
mike_pence,"Join me in Grand Rapids, Michigan tomorrow! #TrumpPence16 #MAGA
https://t.co/1yYZNk8l45"
GOP,To celebrate #NationalHaikuDay we created a few #HillaryHaikus...
HillaryClinton,An entire deck of woman cards? Deal us in. https://t.co/W5AHQO70Br
HillaryClinton,"""I want to be a president for all Americans, not just for some Americans; Democrats, Republicans, Independents."" —Hillary"
mike_pence,"RT @GovPenceIN: On the day of his funeral, I encourage Hoosiers to honor the courage, service, &amp; sacrifice of @WestPoint_USMA Cadet Mitchel…"
GOP,"Reminder, this happened #DemTownHall  https://t.co/z4dlRZFtpG"
GOP,Help grow our online movement. Show you're IN as a GOP Digital Activist. https://t.co/L0IWWXgiz2 https://t.co/R4uCatw0Cf
TheDemocrats,Donald Trump doesn't have a clue. https://t.co/UHb6C3BG1z
GOP,RT @SEANvictoryCLT: All smiles in the Queen City for #LeadRight2016 efforts. Join today and get in on the fun! https://t.co/y6pweweCla
realDonaldTrump,"Thank you Oregon! #Trump2016 
#MakeAmericaGreatAgain https://t.co/hK1yqlp9ca"
HillaryClinton,"On day three, the #DemsInPhilly officially welcomed @TimKaine to the ticket—and @POTUS brought down the house: https://t.co/gs5u7BjPzg"
TheDemocrats,Donald Trump's foreign policy plan is straight-up terrifying: https://t.co/3fNhVmUEP2 https://t.co/XOgqWv2KXp
TheDemocrats,A reminder for the Republicans hoping the Supreme Court rules against families. #FamiliasUnidas #FightForFamilies https://t.co/xbUYAryILW
realDonaldTrump,"Remember, I am the only candidate who is self-funding. While I am given little credit for this by the voters, I am not bought like others!"
HillaryClinton,"“Generations of heroic Americans have made our nation more inclusive, more expansive, and more just.” —@CoryBooker #DemsInPhilly"
HillaryClinton,"""We are the United States of America.
We will not falter or fail.
We will not retreat or surrender."" —@CoryBooker #DemsInPhilly"
timkaine,Good luck to the talented spellers from Virginia who are competing in the 2015 @ScrippsBee #spellingbee!
timkaine,"Excited for the @UVAMensHoops vs @VCURamNation game today at 2PM in #RVA! Who are you rooting for, Cavaliers or Rams?"
realDonaldTrump,"Jeb Bush just got contact lenses and got rid of the glasses. He wants to look cool, but it's far too late. 1% in Nevada!"
GOP,ICYMI: State Dept admits secret $400M Iran payment was ransom https://t.co/uKk7Wb4uEM https://t.co/mcZEA4msgP
GOP,Only 50 days until we take back the White House and defend the House and Senate! Volunteer: https://t.co/oyykdZn3jF https://t.co/0wH4RK1rOl
timkaine,Maintaining 11 carrier fleet was a top priority this yr-very pleased @USNavy moving fwd w/refuel &amp; overhaul of CVN 73 http://t.co/YFF544rywA
realDonaldTrump,"Thank you, New Hampshire! #FITN https://t.co/uZItWkqQZa"
TheDemocrats,"Beep boop computing soundbite: https://t.co/SzP7xMoXFQ
https://t.co/4pwivfZaZk"
mike_pence,"Critics are entitled to their own opinions, but not their own facts. Read: http://t.co/hTaCVz6kpQ"
mike_pence,RT @GovPenceIN: IN is leaning into the war on drugs &amp; will continue to go after those profiting from selling drugs to our kids https://t.co…
mike_pence,RT @GovPenceIN: Our hearts go out to the family of the victim of this senseless act of violence at the Cummins plant in Seymour earlier tod…
HillaryClinton,RT @TheBriefing2016: Mike Pence: bigotry with a heaping side of terrible economic stewardship. https://t.co/cN57UvAnjW
GOP,This isn't embarrassing. This is dangerous. #DemTownHall https://t.co/l8EH7YrL9M
realDonaldTrump,"Lying Cruz put out a statement, “Trump &amp; Rubio are w/Obama on gay marriage."" Cruz is the worst liar, crazy or very dishonest. Perhaps all 3?"
GOP,A new Quinnipiac poll shows Hillary Clinton trailing Bernie Sanders 49-45 in IA. https://t.co/3saMzrX6xx
HillaryClinton,"Do all the good you can,
for all the people you can,
in all the ways you can,
for as long as you can. https://t.co/d0KRFBYW98"
mike_pence,RT @joefrank1063: .@leneemsw @mike_pence @GreggForGov We'll take that as a yes. #TheRealJohnGregg is selling Hoosier coal workers &amp; rate pa…
mike_pence,"RT @Indiana_EDC: By moving from IL to IN, @HoistLiftruck is gaining a home built for #manufacturing &amp; biz growth. @GovPenceIN https://t.co/…"
TheDemocrats,"When you have 20 million Americans newly insured and marriage equality in all 50 states, you feel like: https://t.co/YZ3LuAXPRK"
HillaryClinton,RT @RandiBrazeau: It took 240 years but 2016 will be the year of the first woman POTUS!!! Great day to be an American Woman! #ImWithHer #De…
GOP,What we learned from Hillary's latest email dump. http://t.co/4o3PAP8neH Hint: contradictions abound. http://t.co/b25byzq7Oz
timkaine,Take a look at Hillary's record as secretary of state. You'll see why she's one of the best we've ever had. https://t.co/IHYt6ojvzv
realDonaldTrump,"""@JoeDeFranco: Top RINO hack for MSNBC Joey Scarborough on the air and calling the next President Trump a racist and bigot. Shame on you"""
TheDemocrats,RT @POTUS: We cannot accept our level of gun violence as the new normal. We must take action to prevent this from happening again &amp; again.…
HillaryClinton,"""The presidency doesn’t change who you are. It reveals who you are. And the same thing is true of a presidential campaign."" —@FLOTUS"
realDonaldTrump,RT @dmartosko: 'Duck Dynasty' star Phil Robertson says he'll back Trump for president https://t.co/WPJjMPYjlK via @MailOnline
HillaryClinton,"""I trusted her when my life was on the line, and she came through.” —9/11 survivor, Lauren Manning https://t.co/pjsSri5VUs"
timkaine,House Dems are on a roll. Just saw my friend @repbobbyscott speaking at #DemocraticSitIn in support of commonsense gun reform. Keep it up!
realDonaldTrump,"Thank you Washington! Together, WE will MAKE AMERICA SAFE AND GREAT AGAIN! #ImWithYou #AmericaFirst https://t.co/CWDQnISYH4"
GOP,"Clinton speaking at a union event &amp; workers rallying for Keystone XL jobs, which she opposes https://t.co/iYWdrzEDxW https://t.co/zKxsphdWHa"
mike_pence,Why go back to the failed policies of @GreggForGov? #TheRealJohnGregg https://t.co/kVMLMpaHFy https://t.co/vqLOeGOY9b
HillaryClinton,This should go without saying: Taking nuclear war lightly is disqualifying for anyone seeking to be President of th… https://t.co/OXigxJhmqJ
TheDemocrats,This is just common sense. Vote for Democrats so we can make a change: https://t.co/1zcArGJIlx #DemsInPhilly https://t.co/updOaxhfnC
GOP,It's not looking good for Hillary Clinton. https://t.co/Xk8YcG5WAG
TheDemocrats,We won't stop fighting for safe communities. https://t.co/DteP58Awcv
TheDemocrats,"In Marco Rubio's budget, up is down and simple arithmetic doesn't add up: https://t.co/nh78DT2Aze https://t.co/3k71v9CVHr"
timkaine,"Just wrapped two day visit to Kabul, Afghanistan. Great to see troops from VA &amp; meet new leadership. http://t.co/eSkFuaUb77"
TheDemocrats,America is #BetterThanThis Vice Presidential candidate. Coming up next at #RNCinCLE. https://t.co/38edE5S1ej
HillaryClinton,Happening now: Watch Hillary speak at the @UFCW conference in Las Vegas → https://t.co/l8fXj23LdE https://t.co/5Q98sk6QGv
GOP,BREAKING: Mins after confirming Clinton's server contained 'top-secret' emails watch the @StateDept briefing live: https://t.co/z7yGIvMbLu
timkaine,My full statement here: http://t.co/41LumYFfJg
HillaryClinton,RT @HFA: We made history. https://t.co/TBvItE7oSa
HillaryClinton,"RT @timkaine: ""I want to thank my beautiful wife Anne and my three wonderful children: Nat, Woody and Annella."" —Tim https://t.co/kJuJuLXaM6"
timkaine,"We are a nation of immigrants and our policies should bring families together, not tear them apart #FightForFamilies https://t.co/cX1cYfbmTy"
mike_pence,John Gregg Hides from Voters While “Talking” Transparency #TheRealJohnGregg  https://t.co/m2SIedPDud
GOP,Hillary misses the mark across the board. http://t.co/TquwllCz0D Agree? Take the survey. http://t.co/9Uwtfjs9fE
TheDemocrats,RT @GabbyGiffords: Excited for @CNN town hall on reducing gun violence with @POTUS. We can do better. We must. #GunsInAmerica https://t.co/…
GOP,"MEMO from @seanspicer #DemDebate: On The Ropes, Clinton Has No Choice But To Deliver A Strong Performance: http://t.co/EfrJQLCyZ5"
HillaryClinton,RT @ChelseaClinton: Wonderful: Men at #DemConvention describe what electing a woman president means to them https://t.co/zrGQJ3bgGw #ImWith…
TheDemocrats,RT @DNCWomen: RT if you're ready to elect a Democrat in 2016 to protect progress for American women 🙋 https://t.co/Ku91u1JjuB
GOP,Wish our 43rd president a happy birthday! Select &amp; Sign your favorite card http://t.co/iaHIOfMUZA http://t.co/SlXXcRWels
TheDemocrats,🇺🇸 🇺🇸 🇺🇸  #DemsInPhilly https://t.co/ajd41B4BUF
TheDemocrats,Republicans are not interested in an obvious solution to this problem. https://t.co/EwNtfmSLek
TheDemocrats,"In Donald Trump's America, the more factions the better. We know that's not what America is. #DemConvention https://t.co/b32jNDI2HC"
GOP,ICYMI: Hillary Clinton continues to slip against top GOP challengers due to weakness among independents. https://t.co/O9jVXkLc0Y
HillaryClinton,"We’re going to invest $20 billion specifically to create jobs for young people, especially in communities of color. https://t.co/86wMnjfxhs"
timkaine,I've never lost an election with Anne by my side. We're lucky to have her on the trail! https://t.co/LxvZQILtyV
realDonaldTrump,"Even though Bernie Sanders has lost his energy and his strength, I don't believe that his supporters will let Crooked Hillary off the hook!"
timkaine,Look forward to sitting w/ @senrobportman at tonight’s #SOTU as we continue our commitment to growing a talented workforce through #CTE
realDonaldTrump,Jeb Bush is desperate - strongly in favor of #CommonCore and very weak on illegal immigration.
TheDemocrats,TFW you cast your ballot for Democrats and are making your voice heard for #progress in 2016 https://t.co/KC0lXEd734
GOP,"RT @GoogleTrends: LATEST: @CarlyFiorina top searched candidate in first debate followed by @RickSantorum, @GovMikeHuckabee. #gopdebate http…"
mike_pence,Here’s an article about innovation network schools expanding across IN. #IndianaEducation http://t.co/DTbrvtkJex
HillaryClinton,"""We cannot take this election for granted. We’ve got to fight for this thing.” —@POTUS: https://t.co/tTgeqxNqYm"
realDonaldTrump,I will be interviewed by @ericbolling tonight at 8pm on the @oreillyfactor. Enjoy!
TheDemocrats,"Observe the #DayofSilence in support of LGBT students today, and vote for a candidate who supports them in November. https://t.co/JFjvG8zJ5n"
timkaine,You can watch my speech from the floor of the Senate following the #IranDeal vote here: https://t.co/aeLveb9yaW
GOP,RT if you agree #DemDebate https://t.co/U6Tb7Dl7np
realDonaldTrump,"The Great State of Arizona, where I just had a massive rally (amazing people), has a very weak and ineffective Senator, Jeff Flake. Sad!"
timkaine,Congrats to Virginians Andrew Hunter &amp; Weini Kelati on bringing the national cross country championships back to VA! #VirginiaIsForRunners
realDonaldTrump,"Got the endorsement of Brian France and @NASCAR yesterday in Georgia. Also, many of the sports great drivers. Thank you Nascar and Georgia!"
HillaryClinton,RT @people: .@HillaryClinton on how exciting it is to watch @ChelseaClinton raise daughter Charlotte https://t.co/azKpxtLWeP https://t.co/6…
timkaine,Honored to be speaking at the Graduate Institute Geneva on my efforts to reform War Powers in the Senate @IHEID
GOP,"Before last night's #GOPDebate, staff showed off their President @GeorgeHWBush socks to the man himself. https://t.co/SxcxnbiA8G"
HillaryClinton,"RT @TheBriefing2016: Once again, Trump's own words are the best evidence he's not fit to be president. https://t.co/D3Ox56zt1k"
mike_pence,In good company at the Fourth Annual Governor's Shoot! #IndianaGunClub https://t.co/lvcn1l6LF3
realDonaldTrump,Leaving for Liberty University. I'll be speaking today in front of a record crowd. #Trump2016
timkaine,Today is a good day for international security and evidence of what strong U.S. diplomacy can achieve #IranDeal
mike_pence,.@tedcruz is a leader of the conservative movement. I'm truly grateful for his endorsement of @realDonaldTrump. Tog… https://t.co/YYvQ1lVSeN
realDonaldTrump,Thank you Delaware! #Trump2016 https://t.co/FeXThmUWuo
TheDemocrats,The #debates start tomorrow night. Don't let Trump get away with lying. https://t.co/nE8voPeHHS
timkaine,It's official! Virginia's @longwoodu was just selected to host the Vice Presidential debate in 2016 - congrats!
HillaryClinton,"""The words Lincoln spoke all those years ago hold resonance for us now...he said: 'A house divided against itself cannot stand.'"" —Hillary"
mike_pence,RT @Indiana_EDC: #Indiana ranking first in the Midwest in nearly every business survey makes my job that much easier. -Victor Smith @onezon…
mike_pence,Having a great time with friends in Hendricks County tonight! https://t.co/M6vcVEQAmL
realDonaldTrump,Hey @glennbeck- see how I beat your boy Ted- in your own Blaze poll? Your endorsement means nothing! #GOPDebate
HillaryClinton,"Neo-Nazis, white supremacists, and anti-Semites: three groups @realDonaldTrump is bringing together.
https://t.co/I4aaPQgqbn"
timkaine,You can keep track of @HillaryClinton in Virginia by liking her #HillaryForVA Facebook page here: https://t.co/GB5gq1tYcB
TheDemocrats,"RT @DWStweets: Ohioans know John Kasich best, and they know: ""For all but the richest Americans, [he] isn’t anything to celebrate."" https:/…"
TheDemocrats,"How to watch Saturday's #DemDebate:  
📺 @ABC  
💻 https://t.co/Tz4641ClK2 
📱 https://t.co/FUz1HuiI7F 
⏰ 8pm ET"
timkaine,Proud @MarkWarner &amp; I were named Fiscal Heroes by @FixtheDebt for our efforts to find bipartisan solutions that reduce the deficit
timkaine,.@kojoshow excited to join you soon!
HillaryClinton,RT @HFA: Hold on to your hats. The #DemConvention is just getting started: https://t.co/5HNjA2kjNP https://t.co/xSDVRj4Q4T
mike_pence,"This November, we'll bring courageous American leadership back to the Oval Office when we elect @realDonaldTrump! https://t.co/P4M1Pj0i8y"
mike_pence,"With faith in our state, faith in our country, and faith in God, I know Indiana's best days are yet to come. https://t.co/kx7vFVMUtv"
